id_cliente,perfil_renda_origem,renda_media,renda_desvio,coef_variacao_renda,meses_com_renda,renda_confiavel,despesa_media_mensal,despesa_fixa_total,despesa_fixa_mensal_media,saldo_medio_mensal,comprometimento_fixo,idade,genero,perfil_financeiro
242,alto,5002.22,2821.66,0.5641,12,True,5021.02,35447.52,2953.96,-18.8,0.5905,21,M,Em risco
243,estavel,3125.55,296.54,0.0949,12,True,2254.45,9968.4,830.7,871.1,0.2658,34,F,Saudável
244,moderado,5423.16,1433.55,0.2643,12,True,4487.22,22891.68,1907.64,935.94,0.3518,33,M,Saudável
245,moderado,5905.09,1154.72,0.1955,12,True,4776.79,26659.8,2221.65,1128.3,0.3762,28,M,Saudável
246,alto,6795.5,2994.79,0.4407,12,True,6433.62,38839.56,3236.63,361.88,0.4763,41,M,Em observação
247,moderado,8459.12,1559.2,0.1843,12,True,5375.5,25804.92,2150.41,3083.62,0.2542,29,F,Saudável
248,moderado,2573.11,224.93,0.0874,12,True,2580.97,12450.24,1037.52,-7.86,0.4032,37,F,Em risco
249,moderado,3823.84,577.78,0.1511,12,True,3456.52,26005.8,2167.15,367.32,0.5667,46,F,Em observação
250,moderado,3819.33,494.49,0.1295,12,True,2226.49,16068.84,1339.07,1592.84,0.3506,37,M,Saudável
251,moderado,3635.94,390.9,0.1075,12,True,3772.24,22253.76,1854.48,-136.3,0.51,46,F,Em risco
252,alto,2837.24,1107.18,0.3902,12,True,3467.5,28206.0,2350.5,-630.26,0.8284,53,M,Em risco
253,moderado,1947.41,557.44,0.2862,12,True,1948.05,8463.12,705.26,-0.64,0.3622,24,F,Em risco
254,estavel,3961.83,308.14,0.0778,12,True,4266.33,33965.76,2830.48,-304.5,0.7144,54,M,Em risco
255,estavel,2689.19,388.66,0.1445,12,True,2246.46,13515.84,1126.32,442.73,0.4188,41,F,Em observação
256,moderado,3949.93,950.15,0.2405,12,True,2057.63,20987.88,1748.99,1892.3,0.4428,43,M,Em observação
257,alto,2658.29,1300.24,0.4891,12,True,1297.4,3754.08,312.84,1360.89,0.1177,20,M,Em observação
258,estavel,2316.73,80.98,0.035,12,True,2006.09,7621.44,635.12,310.64,0.2741,17,F,Saudável
259,estavel,4222.53,448.42,0.1062,12,True,3012.54,17454.12,1454.51,1209.99,0.3445,25,F,Saudável
260,moderado,4067.04,1042.93,0.2564,12,True,2665.44,15339.72,1278.31,1401.6,0.3143,39,F,Saudável
261,estavel,4931.67,252.34,0.0512,12,True,3988.27,34100.76,2841.73,943.4,0.5762,57,F,Em observação
262,alto,10161.84,4857.13,0.478,12,True,9458.7,36292.32,3024.36,703.14,0.2976,55,F,Em observação
263,estavel,4305.02,466.27,0.1083,12,True,2404.37,16034.4,1336.2,1900.65,0.3104,41,M,Saudável
264,estavel,4726.99,248.27,0.0525,12,True,3494.2,24922.2,2076.85,1232.79,0.4394,39,F,Em observação
265,alto,2339.88,921.59,0.3939,12,True,2554.63,16115.52,1342.96,-214.75,0.5739,40,M,Em risco
266,estavel,2129.51,44.28,0.0208,12,True,1334.03,4415.88,367.99,795.48,0.1728,21,M,Saudável
267,estavel,7746.76,653.25,0.0843,12,True,7565.15,57298.2,4774.85,181.61,0.6164,40,M,Em observação
268,estavel,2507.87,241.63,0.0964,12,True,1837.64,13328.04,1110.67,670.23,0.4429,45,F,Em observação
269,estavel,2375.54,95.91,0.0404,12,True,2181.32,13348.08,1112.34,194.22,0.4682,48,F,Em observação
270,estavel,3733.73,303.66,0.0813,12,True,3799.14,20545.08,1712.09,-65.41,0.4585,55,M,Em risco
271,estavel,3648.86,396.0,0.1085,12,True,3478.94,18949.8,1579.15,169.92,0.4328,23,M,Em observação
272,estavel,2531.65,280.78,0.1109,12,True,2490.25,12197.88,1016.49,41.4,0.4015,35,F,Em observação
273,estavel,3312.7,522.06,0.1576,12,True,2029.73,12570.96,1047.58,1282.97,0.3162,49,F,Saudável
274,moderado,6607.6,1875.56,0.2838,12,True,6742.78,34361.52,2863.46,-135.18,0.4334,22,F,Em risco
275,moderado,2644.03,449.31,0.1699,12,True,1762.29,6190.32,515.86,881.74,0.1951,48,F,Saudável
276,moderado,2029.62,617.37,0.3042,12,True,1759.11,5545.68,462.14,270.51,0.2277,20,F,Saudável
277,estavel,5807.6,310.42,0.0535,12,True,5032.19,18550.32,1545.86,775.41,0.2662,36,F,Saudável
278,moderado,4742.36,1291.08,0.2722,12,True,4302.85,23406.84,1950.57,439.51,0.4113,57,F,Em observação
279,alto,2874.18,1303.15,0.4534,12,True,2531.15,12634.2,1052.85,343.03,0.3663,47,F,Em observação
280,alto,1864.56,800.63,0.4294,12,True,1245.74,6761.4,563.45,618.82,0.3022,39,M,Em observação
281,estavel,2718.07,54.36,0.02,12,True,1568.39,9318.48,776.54,1149.68,0.2857,41,M,Saudável
282,estavel,3707.6,264.8,0.0714,12,True,3622.41,14166.6,1180.55,85.19,0.3184,22,F,Saudável
283,estavel,6420.87,128.42,0.02,12,True,5479.89,42075.6,3506.3,940.98,0.5461,60,M,Em observação
284,estavel,2383.43,305.95,0.1284,12,True,2447.52,11156.04,929.67,-64.09,0.3901,28,M,Em risco
285,moderado,3658.18,1082.23,0.2958,12,True,2970.25,12652.8,1054.4,687.93,0.2882,45,M,Saudável
286,moderado,5149.07,927.63,0.1802,12,True,2919.89,17251.56,1437.63,2229.18,0.2792,52,F,Saudável
287,estavel,1301.39,123.76,0.0951,12,True,1293.46,2243.28,186.94,7.93,0.1436,57,M,Saudável
288,moderado,6050.89,1111.73,0.1837,12,True,4558.34,16487.64,1373.97,1492.55,0.2271,48,M,Saudável
289,moderado,2232.0,420.9,0.1886,12,True,1967.64,13391.64,1115.97,264.36,0.5,38,F,Em observação
290,estavel,4412.31,523.85,0.1187,12,True,3103.87,5936.64,494.72,1308.44,0.1121,60,M,Saudável
291,alto,4246.13,1902.58,0.4481,12,True,4738.57,33414.6,2784.55,-492.44,0.6558,32,F,Em risco
292,estavel,6190.8,1033.75,0.167,12,True,4099.66,31813.56,2651.13,2091.14,0.4282,21,M,Em observação
293,alto,4869.14,2073.71,0.4259,12,True,3696.96,16174.08,1347.84,1172.18,0.2768,36,M,Em observação
294,estavel,1303.72,169.44,0.13,12,True,1094.27,6089.88,507.49,209.45,0.3893,48,F,Saudável
295,alto,2669.39,1214.23,0.4549,12,True,1664.12,11739.24,978.27,1005.27,0.3665,35,M,Em observação
296,alto,4043.83,1980.62,0.4898,12,True,3556.52,14936.64,1244.72,487.31,0.3078,34,F,Em observação
297,alto,3480.79,1488.53,0.4276,12,True,3864.18,25511.28,2125.94,-383.39,0.6108,46,F,Em risco
298,alto,4711.12,2108.33,0.4475,12,True,3447.21,13209.48,1100.79,1263.91,0.2337,37,F,Em observação
299,alto,5420.65,2407.99,0.4442,12,True,4830.48,20192.88,1682.74,590.17,0.3104,48,M,Em observação
300,moderado,4996.83,890.42,0.1782,12,True,1624.48,5850.12,487.51,3372.35,0.0976,19,M,Saudável
301,alto,3450.7,1667.05,0.4831,12,True,2805.39,15869.4,1322.45,645.31,0.3832,59,M,Em observação
302,estavel,1655.58,186.27,0.1125,12,True,1264.29,9007.2,750.6,391.29,0.4534,39,F,Em observação
303,moderado,3095.76,772.94,0.2497,12,True,2082.43,9805.32,817.11,1013.33,0.2639,29,M,Saudável
304,moderado,4583.06,1360.47,0.2968,12,True,4650.25,12796.32,1066.36,-67.19,0.2327,51,M,Em risco
305,alto,2326.35,1215.44,0.5225,12,True,1770.99,5474.4,456.2,555.36,0.1961,20,M,Em observação
306,moderado,5048.42,1016.01,0.2013,12,True,3978.43,22877.04,1906.42,1069.99,0.3776,36,F,Saudável
307,moderado,5718.91,1364.83,0.2387,12,True,4301.22,35955.6,2996.3,1417.69,0.5239,40,M,Em observação
308,moderado,4023.25,759.67,0.1888,12,True,1910.94,10985.4,915.45,2112.31,0.2275,47,F,Saudável
309,estavel,957.24,77.7,0.0812,12,True,589.89,2562.24,213.52,367.35,0.2231,36,M,Saudável
310,estavel,2137.98,106.93,0.05,12,True,2123.01,13627.92,1135.66,14.97,0.5312,60,F,Em observação
311,moderado,8879.86,2672.87,0.301,12,True,3908.99,18016.2,1501.35,4970.87,0.1691,54,F,Saudável
312,moderado,2971.48,707.76,0.2382,12,True,2026.74,8834.76,736.23,944.74,0.2478,43,F,Saudável
313,estavel,1556.03,107.52,0.0691,12,True,1163.99,3858.36,321.53,392.04,0.2066,36,M,Saudável
314,moderado,6625.08,1852.91,0.2797,12,True,7511.86,56903.88,4741.99,-886.78,0.7158,41,F,Em risco
315,moderado,3822.91,426.14,0.1115,12,True,3663.68,4396.44,366.37,159.23,0.0958,22,F,Saudável
316,estavel,6247.77,124.96,0.02,12,True,4496.58,29120.52,2426.71,1751.19,0.3884,55,M,Saudável
317,moderado,4304.38,1118.24,0.2598,12,True,4540.31,19093.2,1591.1,-235.93,0.3696,53,F,Em risco
318,moderado,4670.9,1041.72,0.223,12,True,3207.54,13796.88,1149.74,1463.36,0.2461,44,F,Saudável
319,estavel,4474.32,413.97,0.0925,12,True,4481.65,36239.4,3019.95,-7.33,0.675,33,F,Em risco
320,alto,5201.1,1995.56,0.3837,12,True,2992.72,11236.32,936.36,2208.38,0.18,57,M,Saudável
321,alto,10589.31,4752.89,0.4488,12,True,10728.94,40940.28,3411.69,-139.63,0.3222,38,M,Em risco
322,moderado,5882.34,1883.38,0.3202,12,True,4393.5,21112.08,1759.34,1488.84,0.2991,59,M,Saudável
323,estavel,1866.1,226.19,0.1212,12,True,1184.73,6853.56,571.13,681.37,0.3061,23,M,Saudável
324,moderado,4645.96,1061.53,0.2285,12,True,3628.1,15400.08,1283.34,1017.86,0.2762,25,M,Saudável
325,alto,6351.35,2718.68,0.428,12,True,5525.18,12194.4,1016.2,826.17,0.16,22,M,Em observação
326,moderado,6528.76,1307.52,0.2003,12,True,4772.17,16615.44,1384.62,1756.59,0.2121,49,M,Saudável
327,alto,3136.25,1077.43,0.3435,12,True,2884.45,21190.32,1765.86,251.8,0.563,40,M,Em observação
328,moderado,6418.77,1494.82,0.2329,12,True,4589.81,23750.4,1979.2,1828.96,0.3083,59,F,Saudável
329,moderado,5768.92,1513.04,0.2623,12,True,5374.71,31452.6,2621.05,394.21,0.4543,35,F,Em observação
330,estavel,12093.09,241.86,0.02,12,True,10878.94,49710.72,4142.56,1214.15,0.3426,30,F,Saudável
331,moderado,2711.5,506.86,0.1869,12,True,2193.7,8452.08,704.34,517.8,0.2598,22,F,Saudável
332,estavel,3024.27,66.92,0.0221,12,True,2239.63,18050.52,1504.21,784.64,0.4974,48,F,Em observação
333,moderado,3310.99,568.6,0.1717,12,True,2805.33,13188.6,1099.05,505.66,0.3319,34,F,Saudável
334,alto,3047.74,1379.63,0.4527,12,True,2801.01,11881.68,990.14,246.73,0.3249,23,M,Em observação
335,estavel,2545.92,50.92,0.02,12,True,3032.51,21267.12,1772.26,-486.59,0.6961,22,M,Em risco
336,moderado,1096.14,274.82,0.2507,12,True,1084.19,4054.56,337.88,11.95,0.3082,25,F,Saudável
337,estavel,3124.85,367.77,0.1177,12,True,3111.34,12350.4,1029.2,13.51,0.3294,30,M,Saudável
338,moderado,4487.13,930.83,0.2074,12,True,6173.99,31230.84,2602.57,-1686.86,0.58,18,F,Em risco
339,estavel,3043.63,60.87,0.02,12,True,2778.45,14004.72,1167.06,265.18,0.3834,58,F,Saudável
340,alto,9078.62,3633.07,0.4002,12,True,8236.45,45360.6,3780.05,842.17,0.4164,37,F,Em observação
341,estavel,3822.94,541.5,0.1416,12,True,3619.26,31867.56,2655.63,203.68,0.6947,54,F,Em observação
342,alto,6793.49,2113.46,0.3111,12,True,4336.87,24482.76,2040.23,2456.62,0.3003,37,M,Saudável
343,alto,4274.39,1849.2,0.4326,12,True,3163.47,3796.2,316.35,1110.92,0.074,45,F,Em observação
344,moderado,5511.76,887.39,0.161,12,True,4017.46,22607.64,1883.97,1494.3,0.3418,58,M,Saudável
345,alto,4308.8,2112.3,0.4902,12,True,4035.5,20614.08,1717.84,273.3,0.3987,41,F,Em observação
346,alto,7035.4,2928.45,0.4162,12,True,5548.46,28398.24,2366.52,1486.94,0.3364,56,M,Em observação
347,alto,3896.87,1832.3,0.4702,12,True,3292.39,18051.24,1504.27,604.48,0.386,19,F,Em observação
348,estavel,4750.53,514.35,0.1083,12,True,4825.31,24070.44,2005.87,-74.78,0.4222,37,F,Em risco
349,moderado,4481.02,1397.23,0.3118,12,True,4370.64,21614.16,1801.18,110.38,0.402,50,M,Em observação
350,estavel,3337.67,233.15,0.0699,12,True,2639.73,16217.16,1351.43,697.94,0.4049,60,F,Em observação
351,moderado,4559.64,1088.85,0.2388,12,True,3189.02,12960.96,1080.08,1370.62,0.2369,38,M,Saudável
352,estavel,10386.17,207.72,0.02,12,True,10639.07,35472.36,2956.03,-252.9,0.2846,58,M,Em risco
353,moderado,3364.64,940.49,0.2795,12,True,3227.7,32922.48,2743.54,136.94,0.8154,54,M,Em risco
354,moderado,4589.45,835.16,0.182,12,True,2436.42,9140.16,761.68,2153.03,0.166,24,M,Saudável
355,moderado,6692.59,1284.72,0.192,12,True,5110.68,26679.12,2223.26,1581.91,0.3322,40,F,Saudável
356,moderado,6347.84,1389.46,0.2189,12,True,5394.35,12664.92,1055.41,953.49,0.1663,49,F,Saudável
357,alto,3820.09,1420.52,0.3719,12,True,3668.01,19255.8,1604.65,152.08,0.4201,22,F,Em observação
358,alto,1300.15,599.94,0.4614,12,True,1279.11,4298.04,358.17,21.04,0.2755,51,M,Em observação
359,moderado,4794.73,1286.78,0.2684,12,True,4176.7,17724.0,1477.0,618.03,0.308,35,F,Saudável
360,moderado,1399.67,328.43,0.2346,12,True,1295.18,8964.12,747.01,104.49,0.5337,34,F,Em observação
361,alto,7363.04,2728.41,0.3706,12,True,6122.7,36060.36,3005.03,1240.34,0.4081,32,M,Em observação
362,estavel,4101.14,302.7,0.0738,12,True,2865.49,17373.84,1447.82,1235.65,0.353,52,F,Saudável
363,estavel,5958.71,697.77,0.1171,12,True,4605.92,8529.36,710.78,1352.79,0.1193,34,M,Saudável
364,estavel,2532.11,50.64,0.02,12,True,2084.99,17402.16,1450.18,447.12,0.5727,24,M,Em observação
365,moderado,1889.61,314.17,0.1663,12,True,1537.68,4451.04,370.92,351.93,0.1963,46,F,Saudável
366,moderado,4273.1,1127.36,0.2638,12,True,2053.64,16000.8,1333.4,2219.46,0.312,60,M,Saudável
367,alto,3742.97,1734.88,0.4635,12,True,2801.44,19270.44,1605.87,941.53,0.429,43,F,Em observação
368,moderado,3045.93,732.85,0.2406,12,True,2528.48,15371.16,1280.93,517.45,0.4205,45,M,Em observação
369,estavel,3947.56,682.83,0.173,12,True,3037.07,10632.84,886.07,910.49,0.2245,19,M,Saudável
370,alto,13201.72,6250.06,0.4734,12,True,10238.88,54397.8,4533.15,2962.84,0.3434,55,M,Em observação
371,alto,5531.93,2671.34,0.4829,12,True,5022.1,21054.36,1754.53,509.83,0.3172,43,M,Em observação
372,estavel,6093.82,1313.45,0.2155,12,True,3813.44,19419.12,1618.26,2280.38,0.2656,48,M,Saudável
373,moderado,5555.41,1162.8,0.2093,12,True,2927.44,13437.6,1119.8,2627.97,0.2016,56,F,Saudável
374,estavel,7394.67,296.57,0.0401,12,True,5600.2,7675.08,639.59,1794.47,0.0865,18,M,Saudável
375,estavel,3488.49,353.7,0.1014,12,True,3340.37,23580.36,1965.03,148.12,0.5633,27,F,Em observação
376,estavel,1507.36,153.67,0.1019,12,True,1693.91,8289.96,690.83,-186.55,0.4583,30,F,Em risco
377,alto,3490.82,1478.94,0.4237,12,True,3353.92,13977.0,1164.75,136.9,0.3337,21,F,Em observação
378,moderado,5475.49,921.96,0.1684,12,True,3042.8,12266.76,1022.23,2432.69,0.1867,31,M,Saudável
379,moderado,2456.14,824.02,0.3355,12,True,1911.3,10866.12,905.51,544.84,0.3687,28,M,Saudável
380,moderado,3510.07,829.58,0.2363,12,True,3040.4,10432.32,869.36,469.67,0.2477,45,M,Saudável
381,moderado,2783.49,510.45,0.1834,12,True,2371.44,2845.68,237.14,412.05,0.0852,37,M,Saudável
382,alto,7470.14,3703.67,0.4958,12,True,6850.68,39547.8,3295.65,619.46,0.4412,17,M,Em observação
383,alto,5324.17,2366.82,0.4445,12,True,3486.96,20832.48,1736.04,1837.21,0.3261,37,M,Em observação
384,moderado,5094.67,1056.41,0.2074,12,True,4237.18,19832.76,1652.73,857.49,0.3244,50,F,Saudável
385,moderado,5026.49,1247.14,0.2481,12,True,4502.02,13388.04,1115.67,524.47,0.222,20,F,Saudável
386,alto,3736.83,1440.2,0.3854,12,True,3619.57,18822.12,1568.51,117.26,0.4197,51,F,Em observação
387,moderado,4153.29,986.95,0.2376,12,True,2803.35,6738.84,561.57,1349.94,0.1352,43,M,Saudável
388,alto,2229.26,1216.39,0.5456,12,True,1689.49,5391.12,449.26,539.77,0.2015,34,F,Em observação
389,estavel,1420.63,146.76,0.1033,12,True,473.51,1746.6,145.55,947.12,0.1025,25,M,Saudável
390,alto,4065.5,1753.0,0.4312,12,True,2878.93,18883.2,1573.6,1186.57,0.3871,35,M,Em observação
391,moderado,4396.45,855.75,0.1946,12,True,3190.09,13995.84,1166.32,1206.36,0.2653,35,F,Saudável
392,estavel,6548.07,389.5,0.0595,12,True,4167.68,17645.28,1470.44,2380.39,0.2246,34,F,Saudável
393,moderado,7706.79,1597.63,0.2073,12,True,6549.31,56051.88,4670.99,1157.48,0.6061,25,F,Em observação
394,moderado,7702.16,1548.98,0.2011,12,True,6238.21,35398.32,2949.86,1463.95,0.383,48,F,Saudável
395,estavel,2425.14,305.12,0.1258,12,True,1002.41,5663.76,471.98,1422.73,0.1946,57,M,Saudável
396,moderado,3242.94,432.41,0.1333,12,True,2785.01,12183.12,1015.26,457.93,0.3131,52,F,Saudável
397,alto,4716.9,2325.9,0.4931,12,True,3079.67,12215.64,1017.97,1637.23,0.2158,30,M,Em observação
398,estavel,11874.08,724.5,0.061,12,True,10774.83,12929.76,1077.48,1099.25,0.0907,34,M,Saudável
399,moderado,7396.79,1766.7,0.2388,12,True,4358.68,29568.12,2464.01,3038.11,0.3331,18,F,Saudável
400,moderado,6288.55,1029.13,0.1637,12,True,5190.58,30349.08,2529.09,1097.97,0.4022,60,M,Em observação
401,estavel,3191.52,467.34,0.1464,12,True,2454.38,11578.56,964.88,737.14,0.3023,20,M,Saudável
402,alto,2553.75,1308.24,0.5123,12,True,2233.4,10704.72,892.06,320.35,0.3493,43,M,Em observação
403,alto,5419.53,2698.81,0.498,12,True,4565.66,29060.64,2421.72,853.87,0.4469,45,F,Em observação
404,estavel,2315.68,46.31,0.02,12,True,1792.5,4017.96,334.83,523.18,0.1446,31,M,Saudável
405,alto,3413.39,1677.53,0.4915,12,True,1855.08,7379.88,614.99,1558.31,0.1802,43,M,Em observação
406,alto,3608.71,1696.97,0.4702,12,True,1999.6,5988.12,499.01,1609.11,0.1383,17,M,Em observação
407,estavel,7781.99,155.64,0.02,12,True,5563.35,45779.28,3814.94,2218.64,0.4902,20,F,Em observação
408,alto,3239.4,1453.79,0.4488,12,True,2651.48,17542.68,1461.89,587.92,0.4513,57,M,Em observação
409,estavel,1267.87,124.54,0.0982,12,True,900.84,1080.96,90.08,367.03,0.071,48,F,Saudável
410,alto,4768.35,2278.34,0.4778,12,True,4446.67,10295.04,857.92,321.68,0.1799,35,M,Em observação
411,moderado,2774.42,634.96,0.2289,12,True,2135.58,10254.6,854.55,638.84,0.308,43,F,Saudável
412,moderado,3873.6,908.6,0.2346,12,True,2503.5,10488.72,874.06,1370.1,0.2256,31,M,Saudável
413,estavel,3654.59,561.64,0.1537,12,True,2813.82,7473.84,622.82,840.77,0.1704,47,M,Saudável
414,alto,3359.64,1717.79,0.5113,12,True,2891.49,24694.92,2057.91,468.15,0.6125,36,F,Em observação
415,estavel,5423.03,108.46,0.02,12,True,4764.02,26690.76,2224.23,659.01,0.4101,53,M,Em observação
416,estavel,1906.39,122.25,0.0641,12,True,2207.81,13014.36,1084.53,-301.42,0.5689,51,F,Em risco
417,estavel,3011.22,216.11,0.0718,12,True,2106.64,7993.32,666.11,904.58,0.2212,47,M,Saudável
418,alto,5169.72,1873.48,0.3624,12,True,4170.79,26443.2,2203.6,998.93,0.4263,34,F,Em observação
419,estavel,2882.51,244.17,0.0847,12,True,2584.75,11257.2,938.1,297.76,0.3254,22,F,Saudável
420,alto,1842.34,944.08,0.5124,12,True,1502.95,6808.32,567.36,339.39,0.308,37,M,Em observação
421,moderado,5133.82,850.53,0.1657,12,True,3747.12,23006.64,1917.22,1386.7,0.3734,50,F,Saudável
422,estavel,6299.02,609.87,0.0968,12,True,3408.61,7184.64,598.72,2890.41,0.095,56,F,Saudável
423,estavel,3723.83,127.39,0.0342,12,True,2711.13,21457.68,1788.14,1012.7,0.4802,30,F,Em observação
424,estavel,1572.43,72.97,0.0464,12,True,985.49,5290.44,440.87,586.94,0.2804,40,F,Saudável
425,moderado,5220.99,1534.29,0.2939,12,True,2658.58,19529.16,1627.43,2562.41,0.3117,41,M,Saudável
426,alto,1800.48,761.37,0.4229,12,True,1218.52,3782.64,315.22,581.96,0.1751,36,M,Em observação
427,estavel,4366.5,450.23,0.1031,12,True,2757.55,9315.84,776.32,1608.95,0.1778,25,M,Saudável
428,alto,2548.85,908.51,0.3564,12,True,2357.89,6952.44,579.37,190.96,0.2273,29,M,Saudável
429,estavel,2254.83,390.35,0.1731,12,True,2092.93,11491.32,957.61,161.9,0.4247,30,M,Em observação
430,alto,3114.73,1495.48,0.4801,12,True,2047.32,10561.68,880.14,1067.41,0.2826,52,M,Em observação
431,alto,3499.14,1542.68,0.4409,12,True,2705.39,11373.6,947.8,793.75,0.2709,27,F,Em observação
432,alto,2843.7,1361.5,0.4788,12,True,1380.66,4438.32,369.86,1463.04,0.1301,53,M,Em observação
433,moderado,4952.62,740.46,0.1495,12,True,3620.46,9992.88,832.74,1332.16,0.1681,25,F,Saudável
434,alto,3108.9,1582.82,0.5091,12,True,2772.57,13731.84,1144.32,336.33,0.3681,48,M,Em observação
435,estavel,5906.7,376.85,0.0638,12,True,5720.57,24037.56,2003.13,186.13,0.3391,59,M,Saudável
436,estavel,4312.55,301.0,0.0698,12,True,2982.78,11352.24,946.02,1329.77,0.2194,57,M,Saudável
437,estavel,2776.25,153.85,0.0554,12,True,2802.16,21926.28,1827.19,-25.91,0.6582,22,F,Em risco
438,moderado,2573.66,491.49,0.191,12,True,1408.24,6888.84,574.07,1165.42,0.2231,53,F,Saudável
439,moderado,1810.54,461.21,0.2547,12,True,1078.04,7897.8,658.15,732.5,0.3635,20,M,Saudável
440,moderado,4331.14,1008.27,0.2328,12,True,4104.79,16748.16,1395.68,226.35,0.3222,52,M,Saudável
441,alto,3239.56,1563.37,0.4826,12,True,3630.9,19899.48,1658.29,-391.34,0.5119,52,F,Em risco
442,estavel,1306.71,103.96,0.0796,12,True,1187.56,5866.68,488.89,119.15,0.3741,23,M,Saudável
443,moderado,2985.98,733.54,0.2457,12,True,2426.82,4815.48,401.29,559.16,0.1344,36,M,Saudável
444,estavel,2533.33,149.61,0.0591,12,True,1076.33,8191.92,682.66,1457.0,0.2695,28,M,Saudável
445,estavel,7721.87,1478.63,0.1915,12,True,3520.86,16888.56,1407.38,4201.01,0.1823,59,M,Saudável
446,moderado,1766.06,250.08,0.1416,12,True,1489.31,9507.12,792.26,276.75,0.4486,42,M,Em observação
447,alto,1986.54,1019.19,0.513,12,True,1500.93,5532.96,461.08,485.61,0.2321,28,M,Em observação
448,moderado,6261.92,1805.91,0.2884,12,True,3888.34,18443.52,1536.96,2373.58,0.2454,22,M,Saudável
449,estavel,6997.44,261.65,0.0374,12,True,5820.44,20253.24,1687.77,1177.0,0.2412,47,M,Saudável
450,moderado,2717.63,900.8,0.3315,12,True,2284.78,16598.52,1383.21,432.85,0.509,56,F,Em observação
451,estavel,2859.26,371.06,0.1298,12,True,2830.65,15853.2,1321.1,28.61,0.462,55,F,Em observação
452,alto,5014.37,2499.95,0.4986,12,True,4235.08,24142.92,2011.91,779.29,0.4012,53,M,Em observação
453,moderado,1333.5,295.24,0.2214,12,True,1388.32,10391.16,865.93,-54.82,0.6494,46,F,Em risco
454,estavel,1644.55,113.7,0.0691,12,True,1350.9,9620.28,801.69,293.65,0.4875,47,M,Em observação
455,estavel,3349.03,232.86,0.0695,12,True,2676.68,17177.88,1431.49,672.35,0.4274,25,M,Em observação
456,estavel,7632.78,759.66,0.0995,12,True,7721.14,19155.36,1596.28,-88.36,0.2091,38,F,Em risco
457,alto,3123.4,1624.35,0.5201,12,True,2011.1,7617.6,634.8,1112.3,0.2032,60,F,Em observação
458,moderado,3976.58,910.9,0.2291,12,True,5275.33,17055.12,1421.26,-1298.75,0.3574,32,M,Em risco
459,alto,6329.41,2559.79,0.4044,12,True,5617.64,35669.52,2972.46,711.77,0.4696,43,F,Em observação
460,moderado,9807.03,2561.81,0.2612,12,True,8714.03,46595.4,3882.95,1093.0,0.3959,51,M,Saudável
461,moderado,2931.22,779.87,0.2661,12,True,2680.65,6801.0,566.75,250.57,0.1933,21,M,Saudável
462,estavel,3771.32,425.15,0.1127,12,True,4366.75,20524.92,1710.41,-595.43,0.4535,46,F,Em risco
463,alto,8627.25,4203.84,0.4873,12,True,8305.03,19521.84,1626.82,322.22,0.1886,45,F,Em observação
464,estavel,1915.56,127.3,0.0665,12,True,1017.33,5030.04,419.17,898.23,0.2188,25,M,Saudável
465,moderado,6034.01,1047.21,0.1736,12,True,6472.23,13334.88,1111.24,-438.22,0.1842,36,F,Em risco
466,moderado,2403.1,424.36,0.1766,12,True,1823.08,10923.72,910.31,580.02,0.3788,29,F,Saudável
467,moderado,3979.33,550.05,0.1382,12,True,3339.8,19104.72,1592.06,639.53,0.4001,21,M,Em observação
468,alto,3406.97,1573.5,0.4618,12,True,2009.21,17026.68,1418.89,1397.76,0.4165,24,F,Em observação
469,estavel,2469.2,187.23,0.0758,12,True,2258.62,14830.44,1235.87,210.58,0.5005,44,F,Em observação
470,moderado,2441.48,483.41,0.198,12,True,1715.76,7341.36,611.78,725.72,0.2506,36,F,Saudável
471,moderado,4303.32,310.78,0.0722,12,True,3606.31,23486.16,1957.18,697.01,0.4548,41,M,Em observação
472,moderado,5947.64,937.55,0.1576,12,True,4572.92,11543.04,961.92,1374.72,0.1617,22,M,Saudável
473,estavel,3584.5,487.64,0.136,12,True,4181.33,13830.0,1152.5,-596.83,0.3215,33,M,Em risco
474,estavel,3921.8,183.42,0.0468,12,True,4615.2,26028.12,2169.01,-693.4,0.5531,55,F,Em risco
475,estavel,4913.71,481.69,0.098,12,True,4070.38,4884.48,407.04,843.33,0.0828,51,F,Saudável
476,estavel,2454.13,49.08,0.02,12,True,2040.65,10148.4,845.7,413.48,0.3446,44,M,Saudável
477,moderado,5300.83,1547.5,0.2919,12,True,3990.36,12783.24,1065.27,1310.47,0.201,53,F,Saudável
478,moderado,5494.27,1169.17,0.2128,12,True,5599.11,29240.52,2436.71,-104.84,0.4435,47,F,Em risco
479,moderado,12263.57,2875.83,0.2345,12,True,9330.06,28923.84,2410.32,2933.51,0.1965,47,M,Saudável
480,moderado,3208.34,1078.93,0.3363,12,True,2387.52,13856.28,1154.69,820.82,0.3599,43,M,Saudável
481,moderado,3092.14,914.72,0.2958,12,True,3080.23,15631.56,1302.63,11.91,0.4213,31,M,Em observação
482,estavel,5371.12,347.36,0.0647,12,True,3883.89,29364.72,2447.06,1487.23,0.4556,34,M,Em observação
483,moderado,5493.68,1045.66,0.1903,12,True,4467.48,22570.2,1880.85,1026.2,0.3424,44,M,Saudável
484,estavel,2986.83,190.33,0.0637,12,True,1599.04,5846.76,487.23,1387.79,0.1631,33,M,Saudável
